prodName,category,description
심연 속의 나,액션/스릴러소설,"이탈리아 북부, 코모 호수. 인근에서 쓰레기 수거 일을 하는 ‘청소하는 남자’는 어느 날 아침 호숫가를 지나다가 물에 빠져 허우적대는 소녀를 구해준다. 자살을 기도한 그 소녀는 막강한 부와 권력을 가진 집안의 외동딸이지만, 또래 남학생에게 끔찍한 폭력과 괴롭힘을 당하고 있었는데..."
뇌가 젊어지는 어휘력 퀴즈 - 어른을 위한 취미 교실,퍼즐/스도쿠/퀴즈,"‘가로세로 낱말퀴즈’는 언제 어디서나 쉽게 할 수 있으면서 뇌를 건강하게 만드는 좋은 방법 중 하나다. 문제를 풀어가면서 잊었던 단어를 떠올리고, 몰랐던 어휘를 익히게 될 뿐 아니라, 글씨를 쓰면서 손을 움직이기 때문에 장기기억에 도움을 주고 좌뇌와 우뇌를 활성화시킬 수 있다."
아이리스,스페인/중남미소설,"현대 멕시코 문학의 거장 엘레나 포니아토프스카의 장편소설. 마리아나라는 소녀가 무모할 정도로 순진무구한 어린아이에서 점차 성장해나가는 과정을 보여주는 성장소설인 동시에, 엘레나 포니아토프스카의 모든 작품이 그렇듯 개인의 삶과 내면을 통해 멕시코의 시대상을 다루는 이야기다."
작가는 어떻게 읽는가 - 조지 손더스의 쓰기를 위한 읽기 수업,책읽기/글쓰기,"엄선한 작품 7편을 토대로 그 수업의 비전을 독자들과 공유한다. 그리하여 우리는 저자를 통해 체호프에게서 다음 페이지를 읽게 하는 힘을, 톨스토이에게서 인과성의 중요성을, 고골에게서 거짓으로 진실을 말하는 법 등을 배운다."
"메이저리그, 진심의 기록 - 숫자 대신 마음으로 쓴 MLB 이야기",구기,"20여 년 동안 현장에서 자신이 직접 경험하고 느낀, 숫자가 아닌 인간적인 메이저리거들의 사람 냄새 나는 진짜 이야기들을 모두 담았다. 저자는 그동안 혼자 간직하고 음미하던 이야기들, 야구에만큼은 어느 누구보다 진심이었던 존재감 없던 선수들의 뒷이야기들을 잔잔하게 들려준다."
오둥이입니다만! - 나는 세상에서 가장 행복한 오리,사진/그림 에세이,"6만 팬들의 뜨거운 지지를 받으며 카카오톡 이모티콘을 출시할 때마다 전체 1위를, 2022년 이모티콘 인기 순위 TOP 8위를 기록한 인기스타 오둥이가 첫 그림 에세이 &lt;오둥이입니다만!&gt;로 독자들을 찾아왔다."
"우주에서 전합니다, 당신의 동료로부터 - 세계 첫 민간유인 우주미션 비행사의 친밀한 지구 밖 인사이트",천문학,"우주비행사는 우주에서 무슨 일을 할까? 2005년 미국의 우주왕복선, 2009년 러시아의 소유스, 그리고 2020년 민간기업 스페이스X의 크루 드래건까지 탑승해 유인 우주 비행의 역사를 몸소 경험한 산증인 노구치 소이치의 바쁜 하루를 들여다보자."
"마음 가면 - 수치심, 불안, 강박에 맞서는 용기의 심리학",심리학/정신분석학,"취약성을 기꺼이 드러내는 용기가 우리의 내면을 얼마나 강인하게 만드는지에 대해 주장한 역작이다. 이 책은 2012년 미국에서 초판이 출간된 이래 현재까지 전 세계 200만 부 이상 판매되었으며, 10년 연속 아마존 초장기 베스트셀러 기록을 세웠다."
기적의 머리 풀기 - 10초 만에 얼굴이 작아지는,건강정보,"‘머리 풀기’는 ‘노안 신호’를 근본적으로 치료하는 방식이다. 근육을 풀어 골격을 정돈하고 혈액이나 림프의 흐름을 원활하기 때문에 즉효성이 있으며, 나아가 전신에 좋은 효과를 줄 수 있다. 단 1회만으로 얼굴이 리프팅되고 작아졌으며 뭉침이 풀어져서 얼굴 둘레도 작아진다."
피메일스,여성학/젠더,"더없이 과감하고 곤란할 만큼 날카로운 방식으로 트랜스 페미니즘 논쟁의 중심에 선 젊은 사상가 안드레아 롱 추와, 앤디 워홀을 저격하고 “남성을 없애버(《SCUM 선언문》)”려야 한다고 주장한 급진적 여성주의자 발레리 솔라나스가 50년의 시간을 건너 만났다."
대다크 5,본격장르만화,"전 우주에서 생명을 위협받는 14세 자하 산코와 그 동료들 ‘네 마리의 해악’은 광력괴과 라이트헤드 교단의 비밀병기 광핵인간에게 갑작스런 습격을 당했다. 산코 일행은 어렵게 승리하지만 적의 공격으로 아바키안이 고장 나 버리고, 수리를 위해 어둠의 세계 쿠라이로 향한다."
어느 페르시아인의 편지,프랑스소설,"프랑스를 여행하는 페르시아인의 눈을 통해 우월감과 자만심에 가득 차 있던 18세기 프랑스 사회를 신랄하게 풍자한 이 소설은 초기 계몽주의 최고의 걸작으로 꼽힌다. 당시 이 책이 상당한 인기를 얻었던 것은 이 작품이 소설을 넘어 정치적 연대기이자 여행기, 사회 비평서이기 때문이다."
"고민이 고민입니다 - 일상의 고민을 절반으로 줄이는 뇌과학과 심리학의 힘
",심리학/정신분석학,"게으른 뇌와 넘치는 감정이 우리의 합리적인 판단을 방해하고 있다고 설명한다. 그리고 이러한 뇌와 마음의 작동 원리를 이해함으로써, 쓸데없는 고민을 줄이고 진짜 중요한 고민에 집중하는 방법을 알려준다."
아이스,과학소설(SF),"무라카미 하루키, 폴 오스터가 선보인 슬립스트림 문학의 절정을 성취한 작가 애나 캐번의 최고 걸작. 작가가 사망하기 일 년 전에 발표한 유작으로 평단과 대중을 모두 사로잡은 최고 걸작이자 현대 SF 문학의 새로운 방향을 제시한 결정적 작품으로 평가받고 있다."
완두콩의 비밀,외국에세이,전 세계 100만 독자를 사로잡은 &lt;달팽이 식당&gt;의 작가 오가와 이토의 &lt;완두콩의 비밀&gt;. 쉰 가까운 나이에 남편 '펭귄'과 떨어져 독일 베를린에서 반려견 유리네와 단둘이 생활하게 된 오가와 요코. 한 해의 시작인 1월 1일부터 이듬해를 코앞에 둔 12월까지 1년 사계절을 꽉 채워 담은 오가와 이토의 베를린 일기.
"책공방 탐사 - 활자를 찍고, 종이를 엮고 문화를 전하는 공간",서지/출판,국내에 자리한 레터프레스 공방과 책공방 그리고 활판 인쇄 박물관을 이끌어가는 이들의 이야기를 담은 인터뷰집으로 활자와 책 그리고 문화를 사랑하는 사람들의 이야기라 할 수 있다.
다윈의 사도들 - 최재천이 만난 다윈주의자들,생명과학,"다윈주의의 길을 함께 걷는 도반(道伴)들이 세계 곳곳에 있다는 것을, 그리고 다윈의 진화론적 통찰이 계몽주의 이래 과학에서부터 경제학과 철학에 이르기까지 학문 세계 전반에 깊이 스며들어 있음을 보여 주는 세계 다윈주의자 인터뷰집이다."
짱 교수의 바로 아는 수맥 이야기,역학,수십 년간 한국의 수맥과 팔체질을 학문으로 정립하고 다듬어 온 전문가 장병식이 수맥에 관한 모든 것을 한 권으로 묶은 책이다. 책으로 강의를 듣는 듯한 이 책은 질병을 고치려는 것이 아니라 예방하는 방법을 제시하려 한다.
샌드 카운티 연감 - 자연은 스스로 조화롭고 이제 우리의 결정만 남았다,외국에세이,"“우리가 마주하고 있는 환경과 생태적 문제를 정확하게 분석하고 창의적인 해결책을 알려준다.” 미국 생태문학의 고전이자 환경운동의 교과서이자, 캠브리지대학교 지속가능 리더십 프로그램 센터(CPSL)가 선정한 ‘20세기 최고의 환경 도서’ &lt;샌드 카운티 연감&gt;."
배니시드,추리/미스터리소설,"부산국제영화제 아시아콘텐츠&필름마켓 선정작. 10년 전 남편이 사라진 그 날처럼 아들 상원이 사라지고, 정하는 아들의 방에서 피 묻은 칼을 발견하는데……. 피 묻은 칼과 남편 그리고 아들의 실종. 힘든 생활 끝에 만난 이상형의 완벽한 남자. 이 모든 것이 우연일까 아니면 치밀한 계획일까?"
오늘날 스토아주의자로 살아간다는 것,서양철학,"저자인 낸시 셔먼에 따르면, 스토아철학은 절대 자기수양과 극기에 몰두하는 사상이 아니다. 오히려 스토아철학은 오히려 전지구적 관점에서 연대감과 인류애를 강조한다."
"요리에서 중요한 향과 식재료, 어떻게 조합해야 하나?",생활요리,"향은 도대체 어떻게 나는 것일까? 커피는 왜 그렇게 좋은 향이 날까? 「향」에 대해 자세히 알면, 늘 보던 식재료나 레시피까지도 왠지 다르게 보인다. 「향」의 재미를 찾고 의문점을 풀면서, 요리를 생각하는 여행을 이 한 권의 책을 통해 떠나보자!"
소멸하는 밤,시,"현대문학을 대표하는 한국 문학 시리즈인 '현대문학 핀 시리즈' 시인선 마흔네 번째 시집, 정현우의 &lt;소멸하는 밤&gt;. 2015년 『조선일보』로 등단한 정현우 시인은 이번 시집에서 죽음으로 인한 빈자리를 묵묵히 쓸어내리며 위안을 주는 시 41편과 에세이를 담았다."
[세트] 이어령 전집 전권 세트 1~24 - 전24권,교양 인문학,"1956년 5월 6일, 서울대를 갓 졸업한 신출내기 졸업생이 당시 신생 언론인 《한국일보》에 「우상의 파괴」라는 평론을 실어 그야말로 ‘센세이션’을 일으켰다. 젊은 시절부터 발표해온 그의 작품들은 단순히 이어령의 개인사가 아니라 우리 문학의 역사라고 할 수 있다."
한국문화론 컬렉션 - 전4권 - 이어령 전집 21~24,교양 인문학,"1956년 5월 6일, 서울대를 갓 졸업한 신출내기 졸업생이 당시 신생 언론인 《한국일보》에 「우상의 파괴」라는 평론을 실어 그야말로 ‘센세이션’을 일으켰다. 젊은 시절부터 발표해온 그의 작품들은 단순히 이어령의 개인사가 아니라 우리 문학의 역사라고 할 수 있다."
사회문화론 컬렉션 - 전4권 - 이어령 전집 17~20,교양 인문학,"1956년 5월 6일, 서울대를 갓 졸업한 신출내기 졸업생이 당시 신생 언론인 《한국일보》에 「우상의 파괴」라는 평론을 실어 그야말로 ‘센세이션’을 일으켰다. 젊은 시절부터 발표해온 그의 작품들은 단순히 이어령의 개인사가 아니라 우리 문학의 역사라고 할 수 있다."
아카데믹 컬렉션 - 전4권 - 이어령 전집 13~16,교양 인문학,"1956년 5월 6일, 서울대를 갓 졸업한 신출내기 졸업생이 당시 신생 언론인 《한국일보》에 「우상의 파괴」라는 평론을 실어 그야말로 ‘센세이션’을 일으켰다. 젊은 시절부터 발표해온 그의 작품들은 단순히 이어령의 개인사가 아니라 우리 문학의 역사라고 할 수 있다."
베스트셀러 컬렉션 2 - 전5권 - 이어령 전집 6~10,교양 인문학,"1956년 5월 6일, 서울대를 갓 졸업한 신출내기 졸업생이 당시 신생 언론인 《한국일보》에 「우상의 파괴」라는 평론을 실어 그야말로 ‘센세이션’을 일으켰다. 젊은 시절부터 발표해온 그의 작품들은 단순히 이어령의 개인사가 아니라 우리 문학의 역사라고 할 수 있다."
베스트셀러 컬렉션 1 : 에센셜 컬렉션 - 전5권 - 이어령 전집 1~5,교양 인문학,"1956년 5월 6일, 서울대를 갓 졸업한 신출내기 졸업생이 당시 신생 언론인 《한국일보》에 「우상의 파괴」라는 평론을 실어 그야말로 ‘센세이션’을 일으켰다. 젊은 시절부터 발표해온 그의 작품들은 단순히 이어령의 개인사가 아니라 우리 문학의 역사라고 할 수 있다."
사이토 히토리의 1퍼센트 부자의법칙 - 반드시 성공하는 일천 번의 법칙,성공,"‘잃어버린 30년’으로 불리는 일본의 장기 불황 속에서도 끄떡없이 돈을 벌어 온 사이토 히토리. 그가 전하는 다섯 가지 법칙으로 이제 당신도 진정한 부자가 될 수 있다. 사이토 히토리의 인생 법칙은 쉽고, 별나고, 재미있다. 그에게는 열 명의 제자가 있는데, 이 다섯 가지 법칙을 배워 다들 행복한 부자가 되었다. 한번 익히면 평생 쓸모 있는 놀라운 법칙을 지금 만나 보자."
세상의 모든 것이 춤이 될 때 - 춤을 만나고 인생을 배웠다,명사에세이,"명실공히 대한민국 스트리트댄스 신의 전설이자 ‘댄서들의 댄서’인 팝핀현준. 그는 어떻게 댄서가 됐을까? 방황하던 한 소년이 어떻게 춤의 매력에 빠졌고, 춤을 기반으로 자신의 인생을 단단하게 설계하고 실행하면서 겪은 다양한 에피소드 등을 담은 책이다."
기후를 위한 경제학 - 지구 한계 안에서 좋은 삶을 모색하는 생태경제학 입문,경제학/경제일반,"생태경제학이 기후와 생태 위기 대처를 위해 더 나은 해법을 찾는 데 도움을 주리라는 믿음 아래, 이 실천적 학문이 어떤 문제의식에서 출발했으며 기존 경제학과 어떻게 다른지를, 그리고 이 학문이 제시하는 주요 이론과 다양한 주장들, 나아가 특별한 정책 수단들이 무엇인지를 살펴본다."
